IQ-TREE multicore version 2.0.7 for Linux 64-bit built Mar 25 2024
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor,
Heiko Schmidt, Dominik Schrempf, Michael Woodhams.

Host:    vika (AVX2, FMA3, 15 GB RAM)
Command: iqtree2 -s output4.fa --redo
Seed:    831053 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Tue Nov 12 12:25:21 2024
Kernel:  AVX+FMA - 1 threads (8 CPU cores detected)

HINT: Use -nt option to specify number of threads because your CPU has 8 cores!
HINT: -nt AUTO will automatically determine the best number of threads to use.

Reading alignment file output4.fa ... Fasta format detected
Alignment most likely contains DNA/RNA sequences
Alignment has 20 sequences with 57 columns, 20 distinct patterns
6 parsimony-informative, 10 singleton sites, 41 constant sites
                         Gap/Ambiguity  Composition  p-value
   1  uc001ggs.5_hg38_4_13       0.00%    passed     99.51%
   2  uc001ggs.5_panTro4_4_13    0.00%    passed     99.51%
   3  uc001ggs.5_panPan1_4_13    0.00%    passed     99.51%
   4  uc001ggs.5_gorGor3_4_13    0.00%    passed     99.51%
   5  uc001ggs.5_ponAbe2_4_13    0.00%    passed     99.51%
   6  uc001ggs.5_nomLeu3_4_13    0.00%    passed     99.51%
   7  uc001ggs.5_rheMac3_4_13    0.00%    passed     99.83%
   8  uc001ggs.5_macFas5_4_13    0.00%    passed     99.83%
   9  uc001ggs.5_papAnu2_4_13    0.00%    passed     98.12%
  10  uc001ggs.5_chlSab2_4_13    0.00%    passed     99.83%
  11  uc001ggs.5_nasLar1_4_13    0.00%    passed     96.61%
  12  uc001ggs.5_rhiRox1_4_13    0.00%    passed     96.61%
  13  uc001ggs.5_calJac3_4_13    0.00%    passed     98.92%
  14  uc001ggs.5_saiBol1_4_13    0.00%    passed     99.51%
  15  uc001ggs.5_tarSyr2_4_13    0.00%    passed     98.92%
  16  uc001ggs.5_micMur1_4_13    0.00%    passed     96.30%
  17  uc001ggs.5_otoGar3_4_13    0.00%    passed     95.33%
  18  uc001ggs.5_tupBel1_4_13    0.00%    passed     66.47%
  19  uc001ggs.5_mm10_4_13       0.00%    passed     98.12%
  20  uc001ggs.5_canFam3_4_13    0.00%    passed     98.92%
****  TOTAL                      0.00%  0 sequences failed composition chi2 test (p-value<5%; df=3)
NOTE: uc001ggs.5_panTro4_4_13 is identical to uc001ggs.5_hg38_4_13 but kept for subsequent analysis
NOTE: uc001ggs.5_macFas5_4_13 is identical to uc001ggs.5_rheMac3_4_13 but kept for subsequent analysis
NOTE: uc001ggs.5_rhiRox1_4_13 is identical to uc001ggs.5_nasLar1_4_13 but kept for subsequent analysis
NOTE: uc001ggs.5_tarSyr2_4_13 is identical to uc001ggs.5_calJac3_4_13 but kept for subsequent analysis
NOTE: 6 identical sequences (see below) will be ignored for subsequent analysis
NOTE: uc001ggs.5_panPan1_4_13 (identical to uc001ggs.5_hg38_4_13) is ignored but added at the end
NOTE: uc001ggs.5_gorGor3_4_13 (identical to uc001ggs.5_hg38_4_13) is ignored but added at the end
NOTE: uc001ggs.5_ponAbe2_4_13 (identical to uc001ggs.5_hg38_4_13) is ignored but added at the end
NOTE: uc001ggs.5_nomLeu3_4_13 (identical to uc001ggs.5_hg38_4_13) is ignored but added at the end
NOTE: uc001ggs.5_chlSab2_4_13 (identical to uc001ggs.5_rheMac3_4_13) is ignored but added at the end
NOTE: uc001ggs.5_canFam3_4_13 (identical to uc001ggs.5_calJac3_4_13) is ignored but added at the end
Alignment was printed to output4.fa.uniqueseq.phy

For your convenience alignment with unique sequences printed to output4.fa.uniqueseq.phy


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.000 seconds
Perform fast likelihood tree search using GTR+I+G model...
Estimate model parameters (epsilon = 5.000)
Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -172.705
Optimal log-likelihood: -172.327
Rate parameters:  A-C: 2.30704  A-G: 27.18104  A-T: 0.00010  C-G: 2.19421  C-T: 17.83767  G-T: 1.00000
158  TPM2u+F+I     173.152      31  408.304      487.664      471.638
159  TPM2u+F+G4    173.028      31  408.056      487.416      471.390
160  TPM2u+F+I+G4  173.062      32  410.124      498.124      475.502
161  TPM2u+F+R2    173.209      32  410.417      498.417      475.795
170  TPM2+F        174.156      30  408.313      479.851      469.604
171  TPM2+F+I      173.152      31  408.304      487.664      471.638
172  TPM2+F+G4     173.028      31  408.056      487.416      471.390
173  TPM2+F+I+G4   173.062      32  410.124      498.124      475.502
174  TPM2+F+R2     173.209      32  410.417      498.417      475.795
183  K3Pu+F        174.190      30  408.379      479.918      469.671
184  K3Pu+F+I      172.943      31  407.887      487.247      471.222
185  K3Pu+F+G4     172.903      31  407.805      487.165      471.140
186  K3Pu+F+I+G4   172.907      32  409.813      497.813      475.191
187  K3Pu+F+R2     173.169      32  410.338      498.338      475.716
196  K3P           174.390      27  402.780      454.918      457.943
197  K3P+I         173.064      28  402.128      460.128      459.333
198  K3P+G4        173.030      28  402.061      460.061      459.266
199  K3P+I+G4      173.037      29  404.075      468.519      463.323
200  K3P+R2        173.328      29  404.656      469.100      463.904
209  TN+F          174.047      30  408.094      479.632      469.385
210  TN+F+I        173.151      31  408.302      487.662      471.637
211  TN+F+G4       172.992      31  407.984      487.344      471.318
212  TN+F+I+G4     173.054      32  410.108      498.108      475.485
213  TN+F+R2       173.151      32  410.303      498.303      475.680
222  TNe           174.218      27  402.437      454.575      457.599
223  TNe+I         173.203      28  402.407      460.407      459.612
224  TNe+G4        173.070      28  402.139      460.139      459.345
225  TNe+I+G4      173.119      29  404.237      468.682      463.486
226  TNe+R2        173.281      29  404.561      469.006      463.810
235  HKY+F         174.451      29  406.903      471.347      466.151
236  HKY+F+I       173.363      30  406.727      478.265      468.018
237  HKY+F+G4      173.267      30  406.534      478.073      467.826
238  HKY+F+I+G4    173.290      31  408.580      487.940      471.914
239  HKY+F+R2      173.491      31  408.982      488.342      472.317
248  K2P           174.638      26  401.276      448.076      454.395
249  K2P+I         173.438      27  400.875      453.013      456.038
250  K2P+G4        173.364      27  400.728      452.866      455.890
251  K2P+I+G4      173.381      28  402.763      460.763      459.968
252  K2P+R2        173.623      28  403.246      461.246      460.451
261  F81+F         187.109      28  430.217      488.217      487.423
262  F81+F+I       186.080      29  430.160      494.604      489.408
263  F81+F+G4      186.026      29  430.052      494.496      489.300
264  F81+F+I+G4    186.044      30  432.088      503.626      493.379
265  F81+F+R2      186.197      30  432.393      503.932      493.685
274  JC            187.175      25  424.351      466.286      475.427
275  JC+I          186.119      26  424.238      471.038      477.358
276  JC+G4         186.073      26  424.147      470.947      477.266
277  JC+I+G4       186.090      27  426.179      478.317      481.342
278  JC+R2         186.249      27  426.499      478.637      481.661
Akaike Information Criterion:           K2P+G4
Corrected Akaike Information Criterion: K2P
Bayesian Information Criterion:         K2P
Best-fit model: K2P chosen according to BIC

All model information printed to output4.fa.model.gz
CPU time for ModelFinder: 0.177 seconds (0h:0m:0s)
Wall-clock time for ModelFinder: 0.185 seconds (0h:0m:0s)

NOTE: 0 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -174.638
Optimal log-likelihood: -174.638
Rate parameters:  A-C: 1.00000  A-G: 12.86169  A-T: 1.00000  C-G: 1.00000  C-T: 12.86169  G-T: 1.00000
Base frequencies:  A: 0.250  C: 0.250  G: 0.250  T: 0.250
Parameters optimization took 1 rounds (0.000 sec)
Computing ML distances based on estimated model parameters... 0.000 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -174.638
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.015 second
Computing log-likelihood of 98 initial trees ... 0.012 seconds
Current best score: -173.862

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -173.862
BETTER TREE FOUND at iteration 2: -173.862
BETTER TREE FOUND at iteration 7: -173.862
Iteration 10 / LogL: -173.862 / Time: 0h:0m:0s
Iteration 20 / LogL: -173.862 / Time: 0h:0m:0s
Finish initializing candidate tree set (19)
Current best tree score: -173.862 / CPU time: 0.036
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -173.862 / Time: 0h:0m:0s (0h:0m:0s left)
UPDATE BEST LOG-LIKELIHOOD: -173.862
Iteration 40 / LogL: -173.862 / Time: 0h:0m:0s (0h:0m:0s left)
Iteration 50 / LogL: -173.862 / Time: 0h:0m:0s (0h:0m:0s left)
Iteration 60 / LogL: -173.862 / Time: 0h:0m:0s (0h:0m:0s left)
Iteration 70 / LogL: -173.862 / Time: 0h:0m:0s (0h:0m:0s left)
UPDATE BEST LOG-LIKELIHOOD: -173.862
Iteration 80 / LogL: -174.956 / Time: 0h:0m:0s (0h:0m:0s left)
UPDATE BEST LOG-LIKELIHOOD: -173.862
Iteration 90 / LogL: -173.862 / Time: 0h:0m:0s (0h:0m:0s left)
Iteration 100 / LogL: -173.862 / Time: 0h:0m:0s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 108 ITERATIONS / Time: 0h:0m:0s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -173.862
Optimal log-likelihood: -173.862
Rate parameters:  A-C: 1.00000  A-G: 12.76233  A-T: 1.00000  C-G: 1.00000  C-T: 12.76233  G-T: 1.00000
Base frequencies:  A: 0.250  C: 0.250  G: 0.250  T: 0.250
Parameters optimization took 1 rounds (0.000 sec)
BEST SCORE FOUND : -173.862
Total tree length: 0.392

Total number of iterations: 108
CPU time used for tree search: 0.113 sec (0h:0m:0s)
Wall-clock time used for tree search: 0.121 sec (0h:0m:0s)
Total CPU time used: 0.119 sec (0h:0m:0s)
Total wall-clock time used: 0.127 sec (0h:0m:0s)

Analysis results written to: 
  IQ-TREE report:                output4.fa.iqtree
  Maximum-likelihood tree:       output4.fa.treefile
  Likelihood distances:          output4.fa.mldist
  Screen log file:               output4.fa.log

Date and Time: Tue Nov 12 12:25:22 2024
